gene0,5.0
gene1,5.0
gene2,1.505906028978004
gene3,2.907811651959658
gene4,2.426312014075937
gene5,5.0
gene6,5.0
gene7,1.7049647179436351
gene8,2.8598427940184012
gene9,2.805665416383114
gene10,5.0
gene11,5.0
gene12,2.6168438735993313
gene13,1.2541133619872789
gene14,2.8143694121361746
gene15,1.5751214146226216
gene16,1.5980103537940171
gene17,1.9291189280736807
gene18,1.2872346913065762
gene19,1.9977624745247642
gene20,2.1209622395969987
gene21,2.9023834775607185
gene22,2.6835079712887344
gene23,2.2195802381330285
gene24,1.502667899397926
gene25,2.0299959053225747
gene26,1.3089923722179757
gene27,1.818634729097392
gene28,1.8131453128458965
G0,2.4689433458982615
gene30,1.6109231129202772
gene31,2.9541204742821323
gene32,2.018439427824182
gene33,2.180878595259734
gene34,2.745455959438633
gene35,1.7489831985910578
gene36,1.595327432379369
gene37,2.714726566088637
gene38,2.1888142750459876
G1,1.7335383279074994
gene40,2.338644434317964
gene41,2.9274499796836215
gene42,2.8465728709593145
gene43,1.689763953751728
gene44,2.2509635037189653
gene45,2.25230482398136
gene46,2.1738250182835204
gene47,2.943495423122001
gene48,2.721838924288471
G2,1.1465730158993643
gene50,1.3186893377816904
gene51,2.2673052864169905
gene52,1.8203397461137987
gene53,2.388946049279307
gene54,1.5257458641345525
gene55,2.536874873637463
gene56,2.51588264133278
gene57,2.7166387143185844
gene58,1.9566057449741243
G3,2.0525564109720653
gene60,1.100235496002915
gene61,1.377681252305433
gene62,1.637703279532147
gene63,1.171572380214074
gene64,1.366620496672271
gene65,1.8452778917537587
gene66,1.1746629927609784
gene67,1.3394421401509995
gene68,2.1990739353112474
gene69,2.6107329629618734
gene70,1.7147304365552993
gene71,2.1613368924497935
gene72,2.750284727765104
gene73,1.6935555460290115
gene74,2.5745633956444776
gene75,2.9244884446934494
gene76,1.1072907816406021
gene77,1.2548198641636739
gene78,1.043654740357769
gene79,1.059411850988951
gene80,2.45421247727005
gene81,1.6821462295871081
gene82,1.6328163052709708
gene83,1.2581281176161254
gene84,2.021544451990148
gene85,1.924637310864105
gene86,2.8478428737475032
gene87,2.0872402954843654
gene88,1.1276940195458502
gene89,2.228407880948301
gene90,1.8877666882205733
gene91,1.1919055889986505
gene92,2.241064929452932
gene93,2.3868499694977254
gene94,1.6485970296899124
gene95,2.515376768673609
gene96,2.720330324040577
gene97,1.294885439291534
gene98,2.636007003529253
gene99,1.2179295387582771
